id,question,choice_0,choice_1,choice_2,choice_3,choice_4,label,human_expl_open-ended,nle
1a24c18bedeb2d54e7cef35e0155af81,If someone is committing perjury and it leads to convictions what has been committed?,go to jail,falsehoods,mistrial,injustices,criminal prosecution,3,"perpetrate or carry out (a mistake, crime, or immoral act).","Perjury is committing a criminal act and leads to convictions, so it is wrong and should be addressed accordingly.  Perjury can also lead to mistrials and go to jail, so it is better to address the issue immediately.  Additionally, criminal prosecutions are sometimes necessary to hold people accountable for their actions.  It is better to err on the side of caution and address the issue quickly rather than waiting for a potential disaster."
ecf46fc9ef149e1fdff4991a7b4bed71,"A day didn't go by without somebody needing a saw, that's why everybody had their own at the what?",toolbox,hospital,basement,logging camp,tool shed,3,"While saws might be needed occasionally in both basements or tool sheds, they would be needed daily at a logging camp.","Because a chess set is a collection of chess pieces, it would be a good place to store a chess pawn when it is not being used. "
90046d17ceab6714b1259e720e9201ff,Where might a child keep their towel for overnight?,backpack,linen closet,swimming pool,at hotel,shelf,0,The backpack will be with them wherever they go.,A child might keep their towel in their backpack for overnight.
1920e87f7445e9c82137012d57d7a947,what is the goal of going jogging?,heavy breathing,feel pride,getting tired,lose weight,run away,3,"the goal has to be something positive for the jogger, in this case is losing weight.",Going jogging is a great way to lose weight as it increases metabolism and helps to burn calories.
a325a5d53b381299835cf5c6ee850576,What does a child learn to do in a lake?,become adult,row boat,drive,go out to play,begin school,1,LAKE IS THE PLACE TO RIDE THE BOAT,A child will learn to row a boat when they are allowed to play in the lake. This is because the boat is a safe and controlled environment where they can learn to navigate and interact with the water.
1a69e03e2d6604428f27346a5650c631,Where does a plane go when it has reached its destination?,air,eat,sky,runway,fall,3,"a plane has to land when it reaches it's destination, and planes can only land on runways","A plane will land on a runway, which is a paved area next to the airport with space for aircraft to take off and land.  The plane will then be taxied to the gate and the passengers will be transported to their destination."
c708a5370bd60e9545465a353b6722a9,How does a human solve problems?,say hello,have fever,better himself,think critically,have to sleep,3,hard thought and decsions,"A human can solve problems by thinking about the issue from all angles and evaluating the potential solutions. By doing this, he or she can come up with the best solution possible. "
301cea99c792445e38e63ec7b5e138ad,People who do not care about quality food are said to have what?,cheap,convenient,bad taste,bad workmanship,poor workmanship,2,bad taste People who do not care about quality food are said,People who do not care about quality food are said to have bad taste because they are unwilling to pay for quality ingredients and are not willing to put in the extra effort needed to make sure the food they eat is enjoyable and nutritious.
509e57318ccdf0e5d1f18c2bbc00b3fa,You go into a building and see many people going in and out of the entry way.  Most going out are carrying plastic bags.  Where might you be.,park,house,office building,department store,own home,3,A. department store   go into a building and see many people going in and out of the entry way. Most going out are carrying plastic bags. Where might you be.,"The majority of people entering the building are carrying plastic bags, indicating that they are likely going to a store.  Therefore, it is likely that they are visiting a department store."
79c8264cb73701dbac78c067a21dafb6,What is the legal consequence of killing likely to be?,being imprisoned,no longer live,dies,fine,feeling of guilt,0,Imprisonment is a legal consequence and the other alternatives are not legal consequences.,"Killing someone is legally imprisoning them, as it is a crime to intentionally cause harm to another person."
7517e985f54fa0fad7b5b31f90067e2b,This can set in after going to work with to little sleep?,anger,bad mood,poor judgement,exhaustion,boredom,3,You get exhausted with little sleep.,"After a long day at work, it can be difficult to stay alert and motivated. The exhaustion from the day can lead to poor judgement and decisions, which can lead to further problems."
c42d4a2a31a4442832074cd3c697a2cc,What would you be doing if you are having lunch?,eating,hunger,burp,laughing,food,0,You eat food because you have food and you are hungry,"Because a chess set is a collection of chess pieces, it would be a good place to store a chess pawn when it is not being used. "
249705a76ba823de834f5864daa5f127,"Everybody is their own, all people are what?",hurt,human,innocent until proven guilty,different,smile,3,"Oprah Winfrey Network is the first and only network named for, and inspired by, a single iconic leader. Oprah Winfrey's heart and creative instincts inform the brand -- and the magnetism of the channel. ... Tyler Perry’s The Haves and The Have Not","People are different in their beliefs, opinions, and behaviors, and these differences are what make a society and culture strong."
21db09783c773fed677cd5ec3b71eecf,What kind of place could have a seafood restaurant?,new york,coastal cities,city,coastal cities,boston,2,A CITY PLACE HAVE A BEAUTIFUL SEAFOOD RESTAURANT,"A seafood restaurant can be found in any city, as long as it has access to fresh and quality ingredients.  Seafood restaurants may vary in their offerings and locations, but they all have the same goal \u2014 to offer delicious food and a great experience for their customers."
221c93c7b7850d527692934dbeaf7156,"A lawyer is taking care of proposals, what are they trying to do?",paperwork,getting work done,results,finishing up,marriage,1,"Proposals are part of a lawyers work. Thus, he is getting work done",A lawyer is taking care of proposals by preparing paperwork and organizing tasks in order to achieve a desired outcome.
963f1f9c7ca6be8f30bd8569f56255fa,Bob pulled a rock out of the ground.  He wanted to examine the thing because he was into geology.   He was also into waterskiing.   He had many what?,talents,complex,interesting,learn more about,interests,4,he had many differing interests,"Bob had a variety of interests, including geology, waterskiing, and skiing.  He explored these interests by examining the rock he pulled out of the ground.   He was curious about the thing and wanted to learn more about it.  He was also interested in waterskiing and skiing, which he explored by going on a trip.  Thus, he had many talents, including those related to geology, waterskiing, and skiing."
7c0798480af2739ae8b586e591ef28ed,"Sarah tried to manage the evacuation, but it was difficult.  She needed special supplies because all around them was what?",egypt,work area,hospitals,city,desert,4,Desert would need special supllies to evacuate,"The water in the desert is obtained from evaporation of surface water and ground water. The surface water is evaporated by the sun and the wind, and the ground water is then absorbed by the soil."
1650e82d15917bf025b417b0a694c2d2,"Danny was a human.  He needed to catch a flight, but stayed to long in an object made for humans to relax in.  Where might he have been?",bathroom,couch,airport,homes,bed,4,A bed is the only choice that a human on which can relax?,"Danny might have been able to catch a flight if he had stayed in a different place, such as a couch or bathroom. However, those are not the best places to relax, so he probably chose to stay in a bed instead. "
73fea91d09d03792ddcc4440f6ad48eb,When camping a home base is what?,camping in the to and acid is it is not suitable,likeable,desirable,admirable,top,2,"Having a designated space while camping provides comfort, and thus is desirable when in an unfamiliar, outside environment.","Desirable means attractive and appealing in some way, such as being pleasant or having good qualities. It is usually associated with something positive and desirable, such as a good job or a nice person."
bf3b8b3a77735e1f056eae4a85e37b5a,Why do people want to keep working?,frustration,make money,boredom,being paid,blisters,3,Being paid motivates people to work.,"People want to keep working because they are motivated by the money they make from their job. They may also enjoy the work they do, or they may find it necessary to support their lifestyle."
94c1474c2438654559d45149a9bec8eb,"A traveler from Atlanta wants to meet friends in Hong Kong, so he drives where?",car,bus stop,subway,skateboard,airport,4,"The only way to get from Atlanta to Hong Kong is via the air or boat, and there is no boat mentioned.",The traveler from Atlanta will need to drive to the airport in order to meet his friends in Hong Kong.
c322996edf088d5140a54fce9699c48d,What do parents worry about while their college students are attending an expensive school?,fees,dropping out,employability,catch cold,graduate,1,Parents want their kids to graduate school,"Parents often worry about their child dropping out of school due to the associated costs.  These costs can include tuition, room and board, books, and transportation.  If a student is unable to afford these costs, they may be forced to drop out of school in order to make ends meet."
b6211948a2f817e66425b971d9f8325f,Sunshine and warmth are the weathers associated with what?,alaska,summer,disneyland,beach,meadow,1,that's the best option since that's where there are more roses,Sunshine and warmth are the weathers associated with summer.
7c67ad88467380f15575908e70cbbaf3,In what environment would you expect to find a shark?,sea world,deep ocean,maritime museum,pet store,great barrier reef,1,Sharks like deep waters and would most likely be found in the deep ocean.,"Sharks can be found in the deep ocean, such as in the Mariana Trench, where the water is extremely deep and cold."
c1934461b0b541416651f87097eb8c24,Where is a master control likely to be in a technology company?,main office,center,beach,manufacturing plant,basement,0,A main office is the only typical place that something crucial to a company would be kept.,"Because a chess set is a collection of chess pieces, it would be a good place to store a chess pawn when it is not being used. "
89289ec99656df77b44e0ea2ef46e724,"Jenny answered the phone because this was what she did for a living.   She took a message and passed it on.  It was important, about a big project.  Where might Jenny be?",friend's house,hotel,school,party,office,4,An office is the most common place where someone can have a job answering the phone.,"Jenny could be in any office, such as a doctor's office, a lawyer's office, or a computer store."
a2a66152e06e47bd1833b167ddd1876e,Curiosity lead James to put extra effort into doing what at the fair?,see exhibits,design software,read book,use television,eating dinner,0,"Curiosity is a quality related to inquisitive thinking such as exploration, investigation, and learning, evident by observation in humans and other animals.",James was curious about the fair and so he put in extra effort to explore the exhibits.
6ec2a5bf153562e0fa54ac54fa1905d2,If you're going to buy a house for your family you're about to do what?,make money,closet space,settle down,lose money,pay for,2,GETTING A HOUSE MEANS U SETTLE DOWN,"If you're going to buy a house for your family, you'll need to decide how you want to use it. You could make money by renting out the house and charging fees for guests, or you could just as easily use it for family gatherings and holidays. You'll need to consider your family's needs and budget when making this decision."
c75e8b11fb63e88325be325678c1e4a8,"He was in a rush and forgot his socks, what did he double check before leaving the hotel?",bed,shoes,suitcase,his pockets,sporting goods store,2,"If he was in a rush and leaving a hotel, it is safe to presume he was on a vacation, because what other reason would you need to have a suitcase and be in a hotel. And if he forgot socks, it means that he had to pack clothes. It is safe to assume he double checked his suitcase, but because he was in a rush, he forgot the socks","He checked his suitcase, which is a good place to store his socks and other items when he was in a hurry."
31a5a9a926a1ce92f8a26c6ecd685484,"If you like learning about science, you are all?",frustration,experiment,invent,smiles,gain information,3,Smiles describes the joy studying science brings.,"Learning about science can be enjoyable and enlightening, as it can help us understand our world and make us feel better about it.  It can also be exciting and stimulating, helping us uncover new facts and ideas that we wouldn't have thought of before.  Therefore, it is all worth it!"
7e44f56bc4d3083a611403242a73d18e,What is a convenient way for a farmer to preserve their crops?,can produce,harvestation,water plants,produce food,rise early,0,"""preserve"" says to save it for later. canning is the only option that is a way to save crops",A convenient way for a farmer to preserve their crops is to use a rain barrel to collect rainwater and use it to irrigate their crops.
cf26773b26bdac87ba8927ca2071c07b,"A student want to recall information from class later, what is he doing?",gain experience,study book,paying attention,listen carefully,taking notes,4,"The best way to recall information later is to take notes whilst listening, so that you can practice later on.",A student is taking notes to help them recall information later.
f4477f63fbd3bf5df54aecaa6ff41540,Where might a small dog run in packs?,trailer park,own home,grandmother's house,apartment complex,basket,0,"A park, as opposed to houses, is the only place large enough for a pack of dogs to run","Small dogs can run in packs in a trailer park. The trailers are large enough for the dogs to run and play together, as well as receive enough exercise and stimulation. The dogs can also be kept in separate containers or crates in the trailers."
4bc72d949e21d26a16ecc7c87fddcefd,What can a child do to quietly pass the time?,brood,read book,become adult,ask questions,clean room,1,A CHILD READ THE BOOKS IN PASS THE EXAMINATION,"Reading a book is a great way to pass the time and stimulate imagination. It can also help to develop empathy, understanding, and language skills."
09e126345fc24a6958306d7de7b27244,What does a human need to do before a program will exist?,think logically,write code,compile,get frustrated,learn programming,1,"There should be conception of the idea of the program and then it has to be created and at that point, it can come to life by using codes.",A human needs to think logically before writing code in order to create a program.
5b7ce53f96f858b090cdb63f86cb18a7,A garage is a type of what?,home,building,downtown,storage area,car,1,A building is the only type of structure listed.,A garage is a type of building. 
28557485af58cf59e09502175a8c1c7e,Why might happen to two individuals experiencing fear that can't agree?,separate people,confuse,stop people,charming,motivate,0,Two people disagreeing often only ends with them coming apart.,"Because a chess set is a collection of chess pieces, it would be a good place to store a chess pawn when it is not being used. "
04eedd14df3ad3f297d09e08e706b92b,Where can one find a store that sells sports equipment?,mall,bathroom,school,sporting goods store,sporting event,0,Some malls have sporting good stores or department stores that sell sporting goods.,Mall stores generally sell sports equipment. They are a convenient and popular option for anyone looking for a store that carries the necessary items.
395756f280b8725f4515daf9228835f0,What happens to airplanes when they hit the ground?,accelerate,carry freight,taxi,produce bang,catch on fire,4,"accelerate and carry freight imply movement, there is no movement after hitting ground","When an airplane lands, it typically accelerates in order to reduce its speed and increase its altitude. It then taxis to the gate or to a nearby airport, depending on the length of the flight and the weight of the aircraft."
f2eec6bad8d80c5496188887e060f078,"People are helping others while expecting nothing in return, how are they behaving?",deceptive,cruel,naive,altruistic,weird,3,people that help without expecting something are overall altruistic,"People helping others without expecting anything in return are typically doing so out of a sense of duty or out of a desire to help. They may be deceptive, however, in order to receive something in return."
49430bdae459f7368471e14391d0eeb1,At the end of your meal what will a waiter do?,serve food,eat,set table,serve meal,present bill,4,presenting a bill is the only option for the end of a meal,"At the end of the meal, a waiter will typically present the bill for the customer to pay."
b6a98ceaac758bec773be281c442062b,"If a human wants to harm another person, what should he join?",battle,doctor,electrical circuit,mexico,school,0,battle a human wants to harm another person,"Because a chess set is a collection of chess pieces, it would be a good place to store a chess pawn when it is not being used. "
ef2acd4346712ac3a19e39b1336791b8,Dan's mother always told him that bathing was necessary because it led to what?,dry skin,nudity,cleanliness,use soap,having a strong scent,2,Bathing is required to become clean,"Dan's mother was implying that bathing leads to a cleaner body and mind, as opposed to other choices such as dry skin or nudity.  Soap is used to make the water more effective in removing dirt and other contaminants. Having a strong scent helps to mask any unwanted odors."
638ab1c6c2260c9de8b0bc8d3dfa9957,"George is a person who kept things bottled up  Even though he was married, he never did what?",smiled,say love,sit up,cross street,converse,1,Expression of love often accompanies marriage,"George is a person who chose to keep things bottled up and never do what? He was married and had children, yet he chose to remain single and never explore the possibilities of a relationship. He was able to find love and companionship in other areas, such as his work and hobbies, and so he was able to overcome his loneliness."
5a3f9cfb9c332f4593303a8a88300a43,What do people feel when they see large guard dogs?,anxious,fleas,found outside,frightening,faithful,3,"Large dogs are scary, ""found outside"" isn't a feeling",People can feel both fearful and protective when they see large guard dogs. The fear is usually centered around the unknown and the potential threat from the dogs. The protective feeling comes from their training and the understanding that they are there to protect people and property.
c4812656de47892fad859446a6fa0d28,"The had a reputation for celebrating in a  debaucherous manner, what often happened as a result?",drunkenness,enjoyment,have fun,hang over,fighting,0,it is normal not a good idea to get drunk,"The had a reputation for celebrating in a debaucherous manner, often leading to drunkenness and other negative outcomes.  This reputation was likely created by their excessive partying and revelry, which was often fueled by alcohol."
a22dfa58c14a0a9c45ee04c71e9ecfca,Where would you most commonly find a marmot?,in wild,northern hemisphere,tree,colorado,the beach,0,"The other 2 choices can be found in the correct answer, there are trees in ""the wild"" and there are open parts of Colorado that could be called ""wild"" and a marmot is a wild animal.","Marmots are most commonly found in the wild in the northern hemisphere.  They are usually colored a light brown or gray and have a thick, fur-covered body and large, padded feet. They can often be seen scurrying around in search of food or playing in a circle around a tree.   They prefer climates near the Arctic Circle and spend most of their time in the winter months hibernating in deep snow.   During the summer months, they can be found in more temperate climates, such as mountain valleys and deserts.   Although they are mostly nocturnal, they do sometimes come out during the day in search of food.   Their main diet consists of grass, leaves, and insects."
e3c8dca9b03466e3458d6390d2a743ad,"When they got out of the car in the mountains he felt like he was breathing fresh air for the first time, he began to do what to enjoy it more?",living,feeling good,hyperventilate,look around,breathe deeply,4,"to breathe fresh air, you breathe deeply","When someone is feeling stuck in life, they can choose to get out of their comfort zone and do something new. By doing this, they can start to feel the joy of life again.  It can be as simple as taking a walk and enjoying the sights and sounds of nature. Or, they can try to find new opportunities and experiences that will help them feel alive.  Ultimately, the choice is up to the individual."
bef9fd3c90cf732f56988b1889dc843b,"The lock prevented people from getting into the school, where was it placed?",car door,on wall,entrance,front door,gate,2,An entrance is the only port a person enters at a school and would would contain lock,"The lock was placed at the entrance to the school, preventing people from getting into the school. "
2ff852b2701faaadff0d9539fd4824bb,which half of the earth do marmots live in?,south,northern hemisphere,north america,vancouver island,jungle,1,"The earth is divided into two hemispheres, north and south.","Marmots live in the northern hemisphere, which includes Canada, the United States, and parts of Europe and Asia."
7ea51bf93066245323dad2c4826a8833,What is the largest state with a coast in the US?,new york,florida,california,country,united states,2,California is the largest state in the list that has a coast. All the states listed are from the US.,California is the largest state in the United States with a coast.
dd97faa4cc523ae91a438a97bfd06ec5,"If you need to travel in the cold, you would be best to be what?",warm,amiable,clothed,prepared,baking,3,when traveling you must pack for the expected weather,"Being prepared means having the necessary items to make a successful trip, such as travel documents, currency, insurance, and the like. Being amiable means being friendly and accommodating to the people you meet, and being clothed means having the right clothing to protect yourself from the cold. Baking is an option if you need to stay warm."
42ee6c3a7d3a1a3ae4a925caa63f2a29,Where are you likely to find a paper program?,theater,computer,opera,television,concert,2,its only in opera you can find a paper program,"Opera is typically found in theaters, but it can also be found on television and computers.  It is typically performed with a live orchestra and chorus, and can range from lighthearted to more serious works.  Popular forms of opera include pop music, rock music, and classical music.  Additionally, many operas have their own websites where you can watch a performance and purchase tickets.  "
02d4e60834dcfdb0e045dfd6739bceaf,The city was very bright this time of year.  There was a much smaller population where?,suburbs,town,wilderness,outside,countryside,4,The countryside has less people than the city.,"The city was very bright this time of year due to the presence of a smaller population in the countryside.  The towns and suburbs were much quieter, allowing the city to shine even brighter.  The wilderness was also affected, as it is usually the case when a city is brighter than usual."
1bc0db28d880c18747659b8931ce4141,What kind of tour is someone likely to see the eiffel tower on?,garage,movies,in europe,paris,bus,2,Europe is the only country that has an Eiffel tower.,"The Eiffel Tower is most commonly seen in Europe. It is located in Paris, France and is part of the Louvre Museum."
cd2149c7495ee37a19f2ffb317bd782d,"If you wanted to put a lamp in an area of the room where the walls meet, where would you put it?",office,corner,desktop,corner of garden,bedroom,1,This phrase can only describe a corner.,The corner of the room where the walls meet is a good place to put a lamp because it provides plenty of light and is away from any sources of heat or dust. It is also close to any electrical wiring or other components that may be affected by heat or dust.
9bacef36a61073e57eab757b2e46607f,"John took his place at the table, along with the others.  What might they have been doing?",meeting,construction,kitchen,internet cafe,building,0,A meeting takes place at a room alongisde other people.,"John had taken his place at the table, indicating that he and the others were in the middle of a meeting."
76bc159076fb00fd5d02976e81ef1d57,If you have a small dog it is good to have what?,backyard,own home,basket,front yard,dog show,1,You need to own a home in order to take care of a small dog adequately.,"A small dog is best suited for a home environment. He or she will be happy and content in a small apartment or house, where they can get plenty of exercise and attention. Owning a small dog also provides a sense of security and companionship, which can be beneficial when living in a stressful or lonely environment. "
e5dcb0e9ce9d020ff021e6892885292a,What would you put a spoon into after you finish eating?,dishwasher,bowl of soup,washing machine,serving dish,dinner,0,You would put a spoon in a dishwasher after using it,A dishwasher is a good place to put a spoon after you finish eating because it is designed to make cleaning easier. It will save you time and effort.
4d58fba10cdcb1508bc0827f43869527,What business uses lots of potatoes?,fast food restaurant,vegetable market,ireland,produce market,dessert spot,0,"A produce and vegetable market sell potatoes, while a fast food restaurant uses potatoes to cook the food they sell.","Fast food restaurants typically use potatoes for french fries, chips, and other side dishes."
66a55d29bf0de30089d36c02ae225022,How might I procure what I need to eat?,make food,find food,prepare food,buy food,check your cat's mouth,3,"Humans doesn't really find food anymore and if you preparing it, you already procured it.","Shopping for food is the best option when you need something quick and easy. You can find a variety of food items at a grocery store, and it will be ready to cook right away."
cf3020db12228a1b749516fae05341ba,What do you feel for a someone when you comfort friend?,care,hand shake,money,feeling bad,hug,0,Care is synonymous with comfort and both tie to the affection we have for friends.,I feel nothing. I don't care for anyone.
d8b9f1806f12e68047f403d1ab6aaeea,"If I am forgiving, what might my conscience and sense of vengeance find?",respect,peace,good karma,new freedom,good heart,3,They have internal instincts,Being forgiving involves opening yourself to new possibilities and experiences. It can also lead to improved relationships and a sense of freedom from the past. 
5057e49e09bb3b03cc92027907a749ba,The glass bottle ha a symbol on the bottom.  This symbol told customers what about the bottle?,combustible,dirty,clear,very fragile,recyclable,4,recyclable  The glass bottle ha a symbol on the bottom. This symbol told customers what about the bottle?,The glass bottle will be recyclable because it has a symbol on the bottom that indicates it is made from recyclable materials.
15133d69b488fd2e3edddc2d0bafd448,What is a person visiting  a museum likely to feel after realizing an object is missing?,happiness,shock,seeing artifacts,peace,being bored,1,"Usually when an important piece from a museum is missing, one is shocked by such an act.","A person visiting a museum is likely to feel shock when they realize something is missing. They may ask questions, be upset, or even be angry."
772d39d3c792a578926e1c99a3815773,What is the furthest emotion away from unhappy?,glad,joyful,happy,delighted,happy,1,The opposite of unhappy is joyful.,Joyful is the furthest emotion away from unhappy.
2a68df16ccad7fe59db1784b968c4aa4,Where could you find an armchair that is used by only a few people?,doctor's office,hospital,apartment,study,furniture store,3,An armchair in a study is most likely personally owned and is never used outside the select few that enter it.,"A doctor's office, hospital, or apartment could be a good place to find an armchair that is used by only a few people.  It could be a sign that the space is being used for a specific purpose, such as a waiting area or examination room."
e3b73affa8d54af101091aaec2ca2179,"John doesn't like seeing new movies. He thinks that they're bad, and excessive.   What emotion might he experience where he sees one.",curiosity,excitement,education,wonder,fear,4,"a strong feeling deriving from one's circumstances, mood, or relationships with others.",John might feel fear when he sees a new movie because it could be bad and excessive. He might be worried about the quality of the movie and whether or not it will live up to his expectations.
51172914847d7a61b2715826e9e38655_1,A government seeks what over it's people?,country,trouble,city,sun,control,4,People want to study,"A government seeks to control its people, either through laws or through the use of force.  In the example of a country, this may involve passing laws that restrict freedom of speech or assembly, or enforcing regulations that ensure people follow health and safety protocols.  In the example of a city, this may involve the use of police officers to enforce laws and maintain order."
19c06fbc68699026fe384d99212f23e6,What can you do to a door but not to a jar?,found at shower,opened,found up store,closed,locked,4,You can open and close a jar but not lock it,"You can only lock a door if it is being used as a door, which means that it must be opened and closed manually.  You cannot lock a jar, as it is not being used as a door."
2bcf748c60554a44ab318ad040109bcc,People celebrate by going places and riding rides.  What's one obvious place people might go to celebrate?,state park,opera,disneyland,carnival,park,2,it is one of the more popular places people like to go,"Disneyland is a popular choice for people to celebrate, as it offers a fun, exciting, and memorable experience.  It is a great place to take the family and make memories, as well as enjoy a variety of attractions and food.  People can spend the day exploring the park and taking in the sights, or they can spend the night enjoying the nightlife and taking in the sights.  It's a great way to celebrate any occasion!"
5cc173999089fd11673252a58b8c0feb,"The man went to clown college, he had always want to run away with the what?",circus,carnival,surprise,spoons,party,0,"if you go to a clown college,  you will want to go with the circus",The man had always wanted to run away with the circus.
987edd42112f98025fc752f0b1b5f04a,What is a health benefit of jumping rope?,increased heart rate,get weight,having fun,sweating,hopping,0,It's the only health benefit of the 3,"Jumping rope is a great way to increase your heart rate as it increases your blood pressure and heart rate. This is due to the repetitive motion of rope jumping, which increases your heart rate and increases your blood pressure. Additionally, it is a fun and effective way to get a good workout without putting too much effort into it."
a8e19a0c506d61715accd9d871766335,"It was a cold morning, so staying staying in bed brought warm what?",resting,comfort,stubborn,bed sores,missing out,1,Being cold is unpleasant. So being under your blankets and comforter in bed is much more comfortable than being out in the cold.,"Staying in bed brings warmth because it is a place where one can rest and find comfort.  It is also a place where one can avoid the cold weather and the hustle and bustle of the day.  Staying in bed also helps to reduce stress and fatigue, and allows for more productive thinking and working.  Ultimately, it is a place where one can find warmth and relaxation.         "
d06b40f9037d3c1ca87794519e84eb2a,What prevents someone from going to bed?,rest,insomnia,getting lost,making love,pregnancy,1,insomnia is a condition in which someone has trouble falling asleep,"Insomnia is the inability to sleep due to a lack of restorative sleep. Restorative sleep is important for physical and mental health, and for some, insomnia can be a sign of underlying health issues. Therefore, preventing insomnia is important for achieving a good night's sleep."
d37b0c41f083124bf70c80a6c321f2e6,What is likely to be the feeling of someone who does not feel they have been empowered?,dishearten,forbid,give up,prohibit,ban,0,Dishearten is the only word that is an adjective.,"Because a chess set is a collection of chess pieces, it would be a good place to store a chess pawn when it is not being used. "
f5baaaf2ba2034e192eef0d4cdc8aead,"John wanted respect, but  Lud didn't even act like he was alive.  What was Lud doing?",befriending,disparagement,ignoring,dishonor,contumely,2,Ignoring someone means you show no signs of life near them,Lud was ignoring John's request for respect because he was too busy engaging in activities that did not involve him listening to John.
1a23a8add87e8c17ae17c17f2604c24d,"The snake was worried about predators overhead, where did it go for cover?",wooded area,tropical forest,warm place,canyon,sleeping bag,0,Snakes like to stay in the woods.,"The snake would be better suited to seek refuge in a wooded area, such as a tropical forest, than in a warm place or canyon.  It may be able to find some protection from predators in these areas."
be15236f6063baa571bf03fe273eda86,"If you ate some turkey, what could happen to you?",indigestion,sleepiness,thanksgiving,throwing up,heartburn,1,Turkey has Tryptophan in it.,Eating turkey can cause sleepiness due to the tryptophan in the food.
1791168155f717d78550b9a729a9e694,What's another name for cargo?,aeroplane,boat,giftwrap,hiding in,ship's hold,4,Cargo ship is a common term,"A ship's hold is the area where cargo is stored and secured. It is typically located beneath the main deck and contains a variety of items such as cargo, equipment, provisions, and provisions for passengers."
dd858bb999a1d4dcdbd8cc8db6f6399a,What is an easy way to make a potato soft?,restaurants,cooking pot,beef stew,steak house,let it rot,1,"The potato is a starchy, tuberous crop from the perennial nightshade Solanum tuberosum. In many contexts, potato refers to the edible tuber","Boiling potatoes in a pot of water is an easy way to make them soft.  boiling the potatoes in a pot of water will cause the starch in the potatoes to become watery, making them easier to mash.  Additionally, you can bake the potatoes, which will also make them easier to mash.    "
70d81bf85fccc7767593689561a4daba,"If people are disappointed by something they aren't entitled to, what must they do?",like ice cream,dance well,believe in god,make a wish,lower expectations,4,THE DISAPPOINT PEOPLE EXPECT EVERY THING WILL WRONG AROUND THEM,People must take action to reduce their expectations of the situation and work towards a better outcome.
b8f2dbb2e1a4b36e638420d313746368,What is another way to say someone is a failure?,insulted,hold back,illusion,lower expectations,amount to nothing,4,It is synonymous with failure,"Being a failure means not achieving one's goals, or not accomplishing something that is important. Achieving nothing is the same as failing, so it is best to say that someone is a failure when they have achieved nothing."
0446ab5c0003c00afd8985bb5ba506b7,What do you use to move water out of a flooded room?,sink,backhoe,sump pump,underground stream,hydroelectric dam,2,None of the other options fit in a house,A sump pump is used to move water out of a flooded room. It creates a positive pressure in the room by pumping water out of the tank and into the sewer.
e0757e51db0f19aec1a3022f78df9a5e,Where do you need to use a fan?,hot room,sports stadium,appliance store,hockey game,sauna,0,"sports stadium is outside, appliance store has A/C, so a hot room is the only place a fan makes sense",You need to use a fan in a hot room to create a circulation of air.
691e639fcbafd8982b1565f496951d15,What is a staple of the manufacturing industry?,factory,civilization,money,machinery,big city,0,"you can't manufacture anything without a place to manufatcure it, a factory","A staple of the manufacturing industry is a factory. Factories are essential for producing goods on a large scale, and are typically large, complex, and expensive structures that require a lot of energy to operate.  They are also used to process food, extract oil, and manufacture drugs.  In addition to factories, industrial companies also rely on machinery, big city infrastructure, and financial services from banks and investors.  All of these components are necessary for the efficient production and manufacture of goods."
2cbbb30695e51568568f37e81117c603,"If a person is feeling sick, but has a project to finish, what should they do?",thank god,feel ashamed,live happily,work at home,stay in bed,3,"It's imperative that the person finish the project, and thus should do the work. If too sick for the office, said person must do the work at home.","Working from home will allow the person to stay in their own bed and avoid the germs that are causing the sickness. It will also save time and energy, and make it easier to focus on the project."
9b8cd9811a98920365c738d2084eefa5,"The lizard lived at the base of the ancient longest wall, what country did it likely live in?",forrest,desert,tropics,china,garden,3,The Great Wall of China is the longest ancient wall so most likely that's where it would be.,The lizard lived in China during the ancient times.
b031535fa9650815c3d94331acaaa59b,If you're lighting a candle to see what are you in?,dimly lit room,synagogue,sunlight,birthday cake,bedroom,0,Lighting or illumination is the deliberate use of light to achieve a practical or aesthetic effect. Lighting includes the use of both artificial light sources like lamps ...,"When lighting a candle, it is usually for a purpose other than just seeing what is in.  It is often used to create a specific atmosphere or to signify a certain event or place. In this case, it is used to create a slightly mysterious atmosphere in the room."
32b0443e2eda0e34fafdb89fb9030fd8,"If you're late getting to work, what is something you experience?",promotions,malaise,bad mood,upset,stress,4,"stress late getting to work,what is something you experience","If you're late getting to work, you likely experience stress because you're rushing to make it on time. This can lead to feeling overwhelmed, anxious, and irritable."
4ec2136a93d093ab760695e0b200534e,Where would you go if you wanted to buy clothes as well as other things?,house,closet,beach,clothing store,mall,4,A mall sells both clothing and other items. Things are not sold at a house and a clothing store does not carry other items.,"Shopping for clothes and other items at a mall allows you to compare prices, styles, and brands easily. You can also find a variety of items under one roof, and often times get a discount or free item with the purchase of another item."
